fixture_id,market,our_prob,won,date,league_id,league_name,diff_absent_goal_share,diff_absent_minutes_share,diff_keeper_absent,diff_n_regular_absences,home_n_absent_total,away_n_absent_total
1378187,btts,0.5337001375515819,1,2026-04-20 18:45:00.000000,135,Serie A (Italy),-0.09090909090909091,0.06828323323029065,0,0,5,4
1378187,ou25,0.5182186234817815,0,2026-04-20 18:45:00.000000,135,Serie A (Italy),-0.09090909090909091,0.06828323323029065,0,0,5,4
1378187,ou15,0.8226950354609929,1,2026-04-20 18:45:00.000000,135,Serie A (Italy),-0.09090909090909091,0.06828323323029065,0,0,5,4
1378194,h2h,0.4879703745862714,1,2026-04-25 16:00:00.000000,135,Serie A (Italy),0.0,0.17441984814458347,1,0,5,4
1378194,btts,0.5948717948717949,0,2026-04-25 16:00:00.000000,135,Serie A (Italy),0.0,0.17441984814458347,1,0,5,4
1378194,ou25,0.5182186234817815,0,2026-04-25 16:00:00.000000,135,Serie A (Italy),0.0,0.17441984814458347,1,0,5,4
1378194,ou15,0.784,1,2026-04-25 16:00:00.000000,135,Serie A (Italy),0.0,0.17441984814458347,1,0,5,4
1378203,h2h,0.6501681731723954,0,2026-04-25 18:45:00.000000,135,Serie A (Italy),0.0,-0.09542757227353432,0,0,5,5
1378203,btts,0.5948717948717949,1,2026-04-25 18:45:00.000000,135,Serie A (Italy),0.0,-0.09542757227353432,0,0,5,5
1378203,ou25,0.5182186234817815,1,2026-04-25 18:45:00.000000,135,Serie A (Italy),0.0,-0.09542757227353432,0,0,5,5
1378203,ou15,0.7051282051282052,0,2026-04-25 18:45:00.000000,135,Serie A (Italy),0.0,-0.09542757227353432,0,0,5,5
1379292,h2h,0.4796524267792338,0,2026-04-20 19:00:00.000000,39,Premier League (England),0.0,-0.1396580784974717,-1,0,4,1
1379292,btts,0.5337001375515819,0,2026-04-20 19:00:00.000000,39,Premier League (England),0.0,-0.1396580784974717,-1,0,4,1
1379292,ou25,0.5182186234817815,1,2026-04-20 19:00:00.000000,39,Premier League (England),0.0,-0.1396580784974717,-1,0,4,1
1379292,ou15,0.7051282051282052,0,2026-04-20 19:00:00.000000,39,Premier League (England),0.0,-0.1396580784974717,-1,0,4,1
1379301,h2h,0.4143605944965693,0,2026-04-21 19:00:00.000000,39,Premier League (England),0.0,0.0,0,0,5,8
1379301,btts,0.5948717948717949,0,2026-04-21 19:00:00.000000,39,Premier League (England),0.0,0.0,0,0,5,8
1379301,ou25,0.5182186234817815,1,2026-04-21 19:00:00.000000,39,Premier League (England),0.0,0.0,0,0,5,8
1379301,ou15,0.7330508474576272,1,2026-04-21 19:00:00.000000,39,Premier League (England),0.0,0.0,0,0,5,8
1379303,h2h,0.5025783712699636,1,2026-04-25 11:30:00.000000,39,Premier League (England),0.0,0.13623832133557973,0,0,3,2
1379303,btts,0.5337001375515819,0,2026-04-25 11:30:00.000000,39,Premier League (England),0.0,0.13623832133557973,0,0,3,2
1379303,ou25,0.5182186234817815,0,2026-04-25 11:30:00.000000,39,Premier League (England),0.0,0.13623832133557973,0,0,3,2
1379303,ou15,0.784,0,2026-04-25 11:30:00.000000,39,Premier League (England),0.0,0.13623832133557973,0,0,3,2
1379308,h2h,0.42135124158538256,1,2026-04-25 14:00:00.000000,39,Premier League (England),-0.25,-0.3178479056868577,0,0,5,8
1379308,btts,0.5948717948717949,0,2026-04-25 14:00:00.000000,39,Premier League (England),-0.25,-0.3178479056868577,0,0,5,8
1379308,ou25,0.5165165165165165,0,2026-04-25 14:00:00.000000,39,Premier League (England),-0.25,-0.3178479056868577,0,0,5,8
1379308,ou15,0.8226950354609929,0,2026-04-25 14:00:00.000000,39,Premier League (England),-0.25,-0.3178479056868577,0,0,5,8
1379304,h2h,0.719895847777955,1,2026-04-25 14:00:00.000000,39,Premier League (England),0.0,0.29831470965378276,1,0,7,3
1379304,btts,0.5948717948717949,1,2026-04-25 14:00:00.000000,39,Premier League (England),0.0,0.29831470965378276,1,0,7,3
1379304,ou25,0.5182186234817815,1,2026-04-25 14:00:00.000000,39,Premier League (England),0.0,0.29831470965378276,1,0,7,3
1379304,ou15,0.8235294117647058,1,2026-04-25 14:00:00.000000,39,Premier League (England),0.0,0.29831470965378276,1,0,7,3
1379307,h2h,0.426983722703463,0,2026-04-25 14:00:00.000000,39,Premier League (England),0.0,-0.061495952597255016,1,0,1,3
1379307,btts,0.5337001375515819,1,2026-04-25 14:00:00.000000,39,Premier League (England),0.0,-0.061495952597255016,1,0,1,3
1379307,ou25,0.5165165165165165,1,2026-04-25 14:00:00.000000,39,Premier League (England),0.0,-0.061495952597255016,1,0,1,3
